what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398602984
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398609203
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414398609218
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414398645046
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414398646343
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398648812
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398661031
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1414398661109
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398665656
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398673781
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1414398673796
opened,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414398673859
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414398673906
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398681625
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398686734
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398692343
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398697937
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398713500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398719953
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398732062
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398762671
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398807859
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398807875
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398807953
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398809890
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414398812312
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414398813515
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398856015
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398857250
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414398861078
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414398863875
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398872625
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398874281
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398882906
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414398898968
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398912515
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398914375
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398914906
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398914906
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398915234
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398926812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398933640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398933640
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398934718
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398935078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398935484
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398935484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398935890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398939671
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398940312
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398946203
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398955828
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398955828
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398956187
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398962703
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398963343
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398965546
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398970468
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398970562
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398984671
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398984671
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398984984
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398987937
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1414398989078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398997484
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414398999078
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399017328
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399026078
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399027703
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399030015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399037843
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399058984
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399111031
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399111140
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414399111156
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414399112593
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1414399118437
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414399120968
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414399122406
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1414399124859
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1414399131921
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1414399134171
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414399134703
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399152156
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399154125
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399163921
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414399165250
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414399166625
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399179265
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414399185203
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414399188218
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414399189062
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1414399191343
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414399192812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399195546
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399201906
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414399209734
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399219046
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399219562
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399223937
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399224484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399227125
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399227671
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399230734
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399231500
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399245484
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1414399249234
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414399252375
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399254343
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414399258203
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414399275984
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1414399277218
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399277218
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399277406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399277421
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399279218
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1414399279234
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399280687
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399283562
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414399284328
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414399285265
