what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402295000
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402296578
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402296578
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402297468
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402297468
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402298687
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402298718
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402299578
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402299578
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402302265
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402304062
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414402316031
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402321687
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402328734
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1414402331875
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1414402332265
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1414402335765
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1414402336031
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414402337281
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1414402338250
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402338250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402338531
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402338609
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402340140
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1414402340156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402340218
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402342109
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402342109
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402343375
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402343375
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402345781
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402349359
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402349375
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402353484
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1414402354687
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402354828
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402356265
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402356265
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402356296
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1414402356312
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402360734
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402360750
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402364093
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402364375
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402368359
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402372312
error,log,,,"Unhandled event loop exception",1414402377484
error,log,,,"Unhandled event loop exception",1414402378203
error,log,,,"Unhandled event loop exception",1414402378203
error,log,,,"Unhandled event loop exception",1414402379500
error,log,,,"Unhandled event loop exception",1414402379500
error,log,,,"Unhandled event loop exception",1414402384218
error,log,,,"Unhandled event loop exception",1414402384218
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1414402387859
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1414402388171
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1414402388468
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1414402388984
error,log,,,"Unhandled event loop exception",1414402391781
error,log,,,"Unhandled event loop exception",1414402391781
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1414402400781
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1414402401156
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414402401328
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1414402403093
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414402404046
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402406000
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1414402407234
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402407375
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402409328
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1414402409343
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402409406
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402410703
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402410703
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402411890
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402411890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402415750
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402417375
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414402419796
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402423328
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414402423593
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1414402423656
