what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1414389609500
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1414389614625
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414389615015
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389632046
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389632046
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389632390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389645421
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1414389646968
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389649875
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389658687
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414389685140
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414389686500
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414389698312
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414389699562
activated,editor,com.cloudgarden.jigloo,4.6.3,"com.cloudgarden.jigloo.editors.FormEditor",1414389702906
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414389704015
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1414389706328
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389706843
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389708640
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414389719046
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414389722656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414389723812
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1414389725953
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389726390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1414389734109
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1414389735796
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1414389745031
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1414389747984
